Customer,TotalRate,Pickup,Dropoff,PickupDate
6500,700,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-10-24
6500,650,"810 Ford Drive Norfolk, VA 23513","178 Avgol Dr Mocksville, NC 27028",2024-10-18
6272,597,"909 Prospect St, High Point NC 27260","5701 Quality Way, Prince George VA 23875",2024-10-24
6445,950,"1537 Air Rail Ave, Virginia Beach, VA 23455-3017","9510 RODNEY ST, Pineville, NC 28134",2024-11-02
6335,1700,"900 W 25TH ST, Indianapolis, IN 46224","530 Oakleys Lane, Henrico, VA 23231",2024-11-02
6276,1250,"ESKA, 150 JUDKINS CT, Suffolk, VA - 23434 USA","PACKAGE RIGHT CORPORATION, 811 DEVELOPMENT DRIVE, TIPTON, IN - 46072 USA",2024-11-02
6269,1200,"2501 6 0th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-11-02
6520,1300,"CONERSTONE AMP LOGISTICS, 3097 BALLARD AVE, PORTSMOUTH VA 23701","ALFA LAVAL, 6352 W 400 N, GREENFIELD IN 46140",2024-11-02
6471,2100,"1501 Veterans Memorial Parkway E., Lafayette, IN 47905","2600 Production Road, Virginia Beach, VA 23454",2024-11-02
6423,1900,"7290 Winton Dr. Bldg 99, Indianapolis, IN 46268","1400 Cavalier Blvd Ste J, Chesapeake, VA 23323",2024-11-02
6269,1300,"2501 60th St, HAMPTON, VA 23661","790 Commerce Pkwy W Dr, GREENWOOD, IN 46143",2024-11-02
6539,1800,"Plainfield, IN 46168","Sutherland, VA 23885",2024-11-01
6500,700,810 Ford Drive Norfolk VA 23513,178 Avgol Dr Mocksville NC 27028,2024-11-08
6268,1200,"Portsmouth, VA","Plainfield, IN",2024-11-12
6502,150,"6101 Cane Run Rd, LOUISVILLE KY 40258","6500 ENTERPRISE DR, DISPUTANTA VA 23842",2024-11-12
6500,700,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-10-31
6304,903.53,Lumper,,2024-11-07
6304,903.53,"Carolina Beverage, 119 East Super Sport Drive, Mooresville, NC 28115","Wegmans, 9300 SLIDING HILL RD, ASHLAND, VA 23005",2024-11-07
6521,1003.53,"119 East Super Sport Dr, Mooresville, NC 28115","9300 Sliding Hill Rd, Ashland, VA 23005",2024-11-12
6320,800,"279 OLD MURDOCK RD, TROUTMAN, NC 28166","5045 PORTSMOUTH BLVD, CHESAPEAKE, VA 23321-1425",2024-11-12
6500,700,"810 FORD DRIVE, NORFOLK, VA 23513","178 AVGOL DR, MOCKSVILLE, NC 27028",2024-11-06
6311,825,"3936 Corporation Cir, Charlotte, NC, 28216","1400 Air Rail Ave, Virginia Beach, VA, 23455",2024-11-12
6300,650,"5700 AUDUBON DRIVE, SANDSTON, VA 23150","11922 GENERAL DRIVE, CHARLOTTE, NC 28273",2024-11-04
6408,925,"10701 A S Commerce Blvd, Charlotte, NC 28273","6500 Enterprise Drive, Disputanta, VA 23842",2024-11-12
6353,675,"25410 WEAKLY ROAD, PETERSBURG, VA 23803","1900 CONTINENTAL BLVD., CHARLOTTE, NC 28273",2024-11-12
6412,930,"1720 East Main Street, Duncan, SC, US 29334","4817 County Drive, Disputanta, VA, US 23842",2024-11-12
6286,700,"BERRY PLASTICS, 1401 Progress Rd, Suffolk, VA 23434, US","BAKKAVOR BREADELI, CHARLOTTE, 10220-P WESTERN RIDGE RD, NC 28273, US",2024-11-12
6481,850,"5418 Davidson Highway, Kannapolis, NC 28027","6500 Enterprize Dr, Disputanta, VA 23842",2024-11-12
6481,850,Lumper,,2024-11-12
6319,800,"17200 WARWICK BLVD, NEWPORT NEWS, VA US 236030001","152 COMMERCE DRIVE, CHERRYVILLE, NC US 280210001",2024-11-12
6315,1035,"178 MOORESVILLE BLVD, MOORESVILLE, NC 28115","56 MCLANE DRIVE, FREDERICKSBURG, VA 22406",2024-11-12
6276,1250,"ESKA, 150 JUDKINS CT, Suffolk, VA - 23434 USA","PACKAGE RIGHT CORPORATION, 811 DEVELOPMENT DRIVE, TIPTON, IN - 46072 USA",2024-11-12
6297,1679,"2350 Reeves Rd, Plainfield, IN 46168","1900 Meadowville Technology, Chester, VA 23836",2024-11-12
6487,375,"3001 COFER RD, RICHMOND, VA 23224","23361 BUSINESS CENTRE CT, Ruther Glen, VA 2254",2024-11-12
6268,1800,"Evansville, IN","Goldsboro, NC",2024-11-17
6540,800,"SOUTHERN SILICA, 4303 HWY US 1 NORTH, HOFFMAN NC 28347","TUFCO FLOORING DELMARVA INC, 4930 OLD MIDLOTHIAN TPKE, RICHMOND VA 23224",2024-11-11
6269,1200,"2501 6th St, Hampton, VA 23661","790 Commerce Pkwy W Dr, Greenwood, IN 46143",2024-11-17
6268,1700,"Brownsburg, IN","Newport News, VA",2024-11-17
6445,1000,"1537 Air Rail Ave, Virginia Beach, VA 23455-3017","9510 RODNEY ST, PINEVILLE, NC 281349201",2024-11-17
6319,800,"17200 WARWICK BLVD, NEWPORT NEWS, VA US 236030001","152 COMMERCE DRIVE, CHERRYVILLE, NC US 280210001",2024-11-17
6350,800,"178 Mooresville Blvd, Mooresville, NC 28115","56 McLane Drive, Fredericksburg, VA 22406",2024-11-17
6400,150,"Black Knight Financial Services / ICE Mortgage Technology, 5640 Cox Rd. STE 100, Glen Allen, VA 23060","Regency - Durham, 2710 Weck Dr, Durham, NC 27709",2024-11-17
6320,800,"279 Old Murdock RD, Troutman, NC 28166","5045 Portsmouth Blvd, Chesapeake, VA 23321-1425",2024-11-17
6319,800,"17200 Warwick Blvd, Newport News, VA 23603","152 Commerce Drive, Cherryville, NC 28021",2024-11-19
6303,751,"601 E. MAIN STREET, BLDG T-4
YADKINVILLE, NC US 27055","6801 ALDI WAY
PETERSBURG, VA US 23803",2024-11-15
6303,751,,,2024-11-15
6541,900,"100 CERAMIC TILE DRIVE, MORGANTON, NC 28655","24098 RUTHER GLEN, RUTHER GLEN, VA 22546",2024-11-13
6433,700,"7795 Pocahontas Trail, Williamsburg, VA 23185","1015 ZIGLAR RD, Winston Salem, NC 27105",2024-11-19
6487,793,"1409 Deborah Herman Road, Conover, NC 28613","6801 ALDI Way, Petersburg, VA 23803",2024-11-25
6511,700,"2550 HICKORY BLVD, LENOIR, NC 28645","34420 UNION CAMP DRIVE, FRANKLIN, VA 23851",2024-11-25
6542,1600,"FRAM GROUP- HEBRON
1100 Worldwide Blvd,
Hebron, KY 41048","WALMART DC 602 3 A - ASM DIS
21504 Cox Rd,
Sutherland, VA 23885",2024-11-18
6500,700,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-11-20
6324,675,"4415 Carolina Ave, Richmond, VA 23222","420 Hogan St, Morganton, NC 28655",2024-11-25
6320,800,"279 Old Murdock Rd, Troutman, NC 28166","5045 Portsmouth Blvd, Chesapeake, VA 23321-1425",2024-11-25
6350,850,"Niagara Bottling LLC, 178 Mooresville Blvd, Mooresville, NC 28115","Mclane Mid Atlantic, 56 McLane Drive, Fredericksburg, VA 22406",2024-11-25
6269,1200,"2501 60th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-11-25
6269,1200,"2501 60th St, HAMPTON VA 23661","790 Commerce Pkwy W Dr, GREENWOOD IN 46143",2024-11-25
6269,1300,"Epes Transport Warehouse, 2501 6 0 th St, HAMPTON VA 23661","TRIGO-SCSI, 1520 Kepner Dr, LAFAYETTE IN 47905",2024-11-25
6486,1825,"Plainfield, IN","Sutherland, VA",2024-11-20
6500,700,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-11-19
6500,700,"810 Ford Drive, Norfolk, VA 23513","178 Avgol Dr, Mocksville, NC 27028",2024-11-21
6346,850,"150 South Bivens Road, Monroe, NC 28112","4701 Chudoba Parkway, Prince George, VA 23875",2024-11-29
